instance,reached_goal,optimal_plan,optimal_length,actual_plan,actual_length,total_nodes_expanded,total_edges_expanded
"instance-108","False","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,d:default)', 'put-down(b:default)', 'pick-up(d:default)', 'stack(d:default,c:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","10","[]","0","25","37"
"3_instance-6","False","['unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(c:default,b:default)', 'stack(c:default,a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","6","[]","0","8","12"
"instance-302","False","['unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","10","[]","0","6","7"
"instance-130","True","['unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(b:default,a:default)', 'stack(b:default,c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","6","['unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(b:default,a:default)', 'stack(b:default,c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","6","16","22"
"instance-333","False","['unstack(d:default,b:default)', 'stack(d:default,a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'unstack(d:default,a:default)', 'stack(d:default,b:default)', 'pick-up(a:default)', 'stack(a:default,d:default)']","8","[]","0","15","21"
"instance-358","False","['unstack(a:default,d:default)', 'put-down(a:default)', 'unstack(d:default,c:default)', 'put-down(d:default)', 'unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","10","[]","0","30","43"
"instance-367","True","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'put-down(a:default)', 'unstack(d:default,b:default)', 'put-down(d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","10","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'put-down(a:default)', 'unstack(d:default,b:default)', 'put-down(d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","10","22","31"
"instance-199","True","['unstack(b:default,d:default)', 'put-down(b:default)', 'unstack(d:default,a:default)', 'stack(d:default,b:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(d:default,b:default)', 'stack(d:default,c:default)']","8","['unstack(b:default,d:default)', 'put-down(b:default)', 'unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","8","13","19"
"instance-360","True","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(d:default,c:default)', 'put-down(d:default)', 'pick-up(b:default)', 'stack(b:default,d:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","8","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(d:default,c:default)', 'put-down(d:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","8","34","56"
"instance-394","True","['unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","6","['unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","6","16","21"
"instance-369","True","['unstack(a:default,d:default)', 'put-down(a:default)', 'unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,c:default)', 'stack(b:default,a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","8","['unstack(a:default,d:default)', 'put-down(a:default)', 'unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,c:default)', 'stack(b:default,a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","8","16","23"
"instance-351","False","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","10","[]","0","27","38"
"instance-163","False","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)']","6","[]","0","37","62"
"instance-475","False","['pick-up(d:default)', 'stack(d:default,a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'unstack(e:default,b:default)', 'stack(e:default,c:default)', 'pick-up(b:default)', 'stack(b:default,e:default)']","8","[]","0","44","68"
"instance-223","True","['pick-up(a:default)', 'stack(a:default,d:default)']","2","['pick-up(a:default)', 'stack(a:default,d:default)']","2","5","6"
"instance-481","False","['unstack(d:default,a:default)', 'stack(d:default,e:default)', 'unstack(a:default,b:default)', 'stack(a:default,d:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(a:default,d:default)', 'stack(a:default,c:default)', 'unstack(d:default,e:default)', 'stack(d:default,a:default)', 'pick-up(e:default)', 'stack(e:default,b:default)']","12","[]","0","5","7"
"3_instance-18","False","['unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","8","[]","0","4","5"
"3_instance-27","False","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,a:default)', 'stack(c:default,b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","6","[]","0","14","23"
"instance-486","False","['unstack(d:default,a:default)', 'stack(d:default,c:default)', 'unstack(a:default,e:default)', 'put-down(a:default)', 'unstack(d:default,c:default)', 'stack(d:default,a:default)', 'unstack(c:default,b:default)', 'stack(c:default,d:default)', 'pick-up(b:default)', 'stack(b:default,e:default)']","10","[]","0","10","14"
"instance-472","False","['unstack(a:default,c:default)', 'stack(a:default,b:default)', 'unstack(c:default,e:default)', 'stack(c:default,a:default)', 'unstack(e:default,d:default)', 'put-down(e:default)', 'unstack(c:default,a:default)', 'stack(c:default,e:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","10","[]","0","8","11"
"instance-72","True","['unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","4","['unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","4","9","12"
"instance-444","True","['unstack(c:default,d:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","4","['unstack(c:default,d:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","4","10","13"
"instance-44","False","['unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(b:default,d:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'unstack(b:default,c:default)', 'stack(b:default,a:default)']","10","[]","0","31","50"
"instance-443","True","['unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(d:default,c:default)', 'put-down(d:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","8","['unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(d:default,c:default)', 'put-down(d:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","8","21","27"
"instance-88","True","['unstack(d:default,b:default)', 'stack(d:default,a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(d:default,a:default)', 'stack(d:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","8","['unstack(d:default,b:default)', 'stack(d:default,a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(d:default,a:default)', 'stack(d:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","8","18","25"
"instance-43","True","['unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(a:default,b:default)', 'stack(a:default,d:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'unstack(a:default,d:default)', 'stack(a:default,c:default)']","8","['unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","8","24","35"
"instance-428","True","['pick-up(d:default)', 'stack(d:default,b:default)']","2","['unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(b:default)', 'stack(b:default,a:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","8","22","32"
"instance-17","False","['unstack(a:default,d:default)', 'put-down(a:default)', 'unstack(d:default,c:default)', 'put-down(d:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","8","[]","0","29","43"
"instance-28","False","['unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'unstack(b:default,d:default)', 'put-down(b:default)', 'pick-up(d:default)', 'stack(d:default,c:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","10","[]","0","15","24"
"instance-417","True","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","8","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","8","14","20"
"3_instance-42","True","['unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","4","['unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","4","9","12"
"instance-279","False","['unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(d:default)', 'stack(d:default,b:default)', 'pick-up(a:default)', 'stack(a:default,d:default)']","10","[]","0","8","12"
"instance-410","False","['unstack(c:default,d:default)', 'put-down(c:default)', 'pick-up(d:default)', 'stack(d:default,b:default)', 'pick-up(c:default)', 'stack(c:default,d:default)']","6","[]","0","5","6"
"instance-246","False","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,b:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,d:default)', 'unstack(a:default,c:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","10","[]","0","5","7"
"instance-419","False","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'stack(a:default,b:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)']","8","[]","0","6","7"
"instance-270","False","['unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(d:default,b:default)', 'stack(d:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)', 'unstack(d:default,c:default)', 'stack(d:default,a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)']","12","[]","0","18","30"
"instance-426","True","['unstack(c:default,b:default)', 'stack(c:default,a:default)']","2","['unstack(c:default,b:default)', 'stack(c:default,a:default)']","2","6","6"
"instance-21","True","['pick-up(b:default)', 'stack(b:default,d:default)']","2","['pick-up(b:default)', 'stack(b:default,d:default)']","2","5","6"
"instance-248","False","['pick-up(b:default)', 'stack(b:default,d:default)', 'pick-up(a:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","6","[]","0","22","36"
"instance-421","False","['unstack(b:default,d:default)', 'put-down(b:default)', 'unstack(d:default,a:default)', 'stack(d:default,b:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","8","[]","0","24","36"
"instance-283","False","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,d:default)', 'stack(c:default,a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","10","[]","0","25","40"
"instance-89","True","['unstack(a:default,d:default)', 'put-down(a:default)', 'unstack(b:default,c:default)', 'stack(b:default,a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","6","['unstack(a:default,d:default)', 'put-down(a:default)', 'unstack(b:default,c:default)', 'stack(b:default,a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","6","16","22"
"instance-214","False","['unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","8","[]","0","21","29"
"instance-442","False","['unstack(d:default,c:default)', 'put-down(d:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,b:default)', 'stack(a:default,c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","10","[]","0","14","22"
"instance-489","False","['unstack(a:default,e:default)', 'put-down(a:default)', 'unstack(e:default,c:default)', 'put-down(e:default)', 'unstack(b:default,d:default)', 'stack(b:default,e:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","10","[]","0","43","62"
"3_instance-10","False","['unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","6","[]","0","13","22"
"3_instance-100","True","['pick-up(b:default)', 'stack(b:default,c:default)']","2","['pick-up(b:default)', 'stack(b:default,c:default)']","2","5","6"
"instance-473","False","['unstack(e:default,a:default)', 'put-down(e:default)', 'unstack(a:default,d:default)', 'stack(a:default,e:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","6","[]","0","5","7"
"instance-487","False","['unstack(a:default,d:default)', 'put-down(a:default)', 'unstack(d:default,b:default)', 'stack(d:default,a:default)', 'unstack(b:default,e:default)', 'stack(b:default,d:default)']","6","[]","0","5","7"
"instance-73","True","['unstack(d:default,c:default)', 'put-down(d:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","6","['pick-up(b:default)', 'stack(b:default,a:default)', 'unstack(d:default,c:default)', 'put-down(d:default)', 'unstack(b:default,a:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,d:default)']","8","27","42"
"instance-87","False","['unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(a:default,c:default)', 'stack(a:default,b:default)', 'unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(a:default,b:default)', 'stack(a:default,c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","12","[]","0","16","26"
"3_instance-21","False","['unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","6","[]","0","14","21"
"3_instance-19","False","['unstack(a:default,b:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","4","[]","0","9","13"
"instance-474","False","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,c:default)', 'stack(b:default,a:default)', 'unstack(c:default,e:default)', 'stack(c:default,b:default)', 'pick-up(e:default)', 'stack(e:default,c:default)', 'pick-up(d:default)', 'stack(d:default,e:default)']","10","[]","0","17","26"
"instance-222","False","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(a:default,c:default)', 'stack(a:default,d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'unstack(a:default,d:default)', 'stack(a:default,b:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","10","[]","0","32","50"
"3_instance-26","True","['unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","6","['unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","6","9","13"
"instance-80","False","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,b:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","10","[]","0","21","32"
"instance-282","False","['unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","12","[]","0","9","14"
"instance-276","False","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","10","[]","0","6","7"
"instance-27","True","['unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'unstack(b:default,d:default)', 'put-down(b:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","8","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(b:default,d:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","8","17","23"
"instance-271","False","['unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","8","[]","0","22","36"
"instance-427","False","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,d:default)', 'stack(c:default,b:default)', 'unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(c:default,b:default)', 'stack(c:default,a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","12","[]","0","31","52"
"instance-285","True","['unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'stack(a:default,b:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)']","8","['unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'stack(a:default,b:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)']","8","18","25"
"instance-278","True","['unstack(b:default,d:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'unstack(b:default,c:default)', 'stack(b:default,a:default)']","6","['unstack(b:default,d:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","6","16","20"
"instance-429","True","['unstack(d:default,c:default)', 'put-down(d:default)', 'unstack(c:default,b:default)', 'stack(c:default,d:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(c:default,d:default)', 'stack(c:default,b:default)', 'pick-up(a:default)', 'stack(a:default,d:default)']","10","['unstack(d:default,c:default)', 'put-down(d:default)', 'unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","10","22","29"
"instance-16","True","['unstack(d:default,c:default)', 'stack(d:default,a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","4","['unstack(d:default,c:default)', 'stack(d:default,a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","4","10","14"
"instance-416","False","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,d:default)', 'stack(c:default,b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","8","[]","0","17","26"
"instance-296","False","['unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(c:default,d:default)', 'put-down(c:default)', 'pick-up(d:default)', 'stack(d:default,c:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","8","[]","0","32","50"
"instance-262","False","['unstack(d:default,a:default)', 'put-down(d:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","8","[]","0","27","42"
"instance-291","False","['unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","6","[]","0","15","22"
"3_instance-61","True","['unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","6","['unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","6","12","17"
"instance-4","False","['unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(d:default)', 'stack(d:default,b:default)', 'pick-up(a:default)', 'stack(a:default,d:default)']","10","[]","0","9","12"
"3_instance-57","False","['unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","8","[]","0","10","15"
"instance-298","False","['unstack(c:default,a:default)', 'stack(c:default,b:default)', 'unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'unstack(c:default,b:default)', 'stack(c:default,d:default)']","8","[]","0","6","7"
"instance-469","False","['unstack(e:default,c:default)', 'put-down(e:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'stack(a:default,c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","10","[]","0","7","10"
