instance,reached_goal,optimal_plan,optimal_length,actual_plan,actual_length,total_nodes_expanded,total_edges_expanded
"3_instance-16","False","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","8","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","8","14","24"
"3_instance-101","True","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","6","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","6","8","10"
"instance-215","False","['unstack(d:default,b:default)', 'stack(d:default,a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","8","['unstack(d:default,b:default)', 'stack(d:default,a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(d:default,a:default)']","5","17","26"
"3_instance-11","True","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(b:default)', 'stack(b:default,a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","8","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(b:default)', 'stack(b:default,a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","8","12","21"
"instance-488","False","['unstack(c:default,e:default)', 'stack(c:default,a:default)', 'unstack(e:default,d:default)', 'put-down(e:default)', 'unstack(d:default,b:default)', 'stack(d:default,c:default)', 'pick-up(e:default)', 'stack(e:default,d:default)']","8","['unstack(c:default,e:default)', 'stack(c:default,a:default)', 'unstack(e:default,d:default)', 'put-down(e:default)', 'unstack(c:default,a:default)', 'stack(c:default,e:default)']","6","19","28"
"3_instance-45","True","['pick-up(a:default)', 'stack(a:default,c:default)']","2","['pick-up(a:default)', 'stack(a:default,c:default)']","2","4","4"
"instance-241","True","['unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","6","['unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","6","15","22"
"instance-10","True","['unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'unstack(d:default,a:default)', 'put-down(d:default)', 'pick-up(a:default)', 'stack(a:default,d:default)']","8","['unstack(d:default,a:default)', 'put-down(d:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'unstack(c:default,b:default)', 'stack(c:default,a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","8","16","25"
"3_instance-89","True","['pick-up(b:default)', 'stack(b:default,a:default)']","2","['pick-up(b:default)', 'stack(b:default,a:default)']","2","4","4"
"3_instance-74","True","['unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(c:default,b:default)', 'stack(c:default,a:default)']","4","['unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(c:default,b:default)', 'stack(c:default,a:default)']","4","6","7"
"3_instance-80","True","['unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","4","['unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","4","10","14"
"instance-26","False","['pick-up(a:default)', 'stack(a:default,b:default)', 'unstack(c:default,d:default)', 'stack(c:default,a:default)']","4","['pick-up(b:default)', 'stack(b:default,a:default)', 'unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","10","19","30"
"instance-284","True","['unstack(b:default,d:default)', 'put-down(b:default)', 'unstack(d:default,c:default)', 'stack(d:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","6","['unstack(b:default,d:default)', 'put-down(b:default)', 'unstack(d:default,c:default)', 'stack(d:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","6","12","12"
"instance-19","False","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","8","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'stack(a:default,b:default)', 'pick-up(d:default)', 'stack(d:default,c:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(b:default)']","9","19","30"
"3_instance-87","False","['pick-up(b:default)', 'stack(b:default,a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","4","['pick-up(a:default)']","1","14","23"
"3_instance-73","True","['pick-up(b:default)', 'stack(b:default,c:default)']","2","['unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","4","7","8"
"instance-277","False","['unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,c:default)', 'stack(b:default,a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)']","8","['unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(a:default,b:default)', 'stack(a:default,d:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(b:default)', 'stack(b:default,a:default)', 'pick-up(d:default)']","11","18","28"
"instance-42","False","['unstack(b:default,a:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","6","['pick-up(c:default)', 'stack(c:default,d:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(c:default,d:default)', 'stack(c:default,a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","8","20","32"
"instance-445","True","['unstack(d:default,b:default)', 'put-down(d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","4","['unstack(e:default,a:default)', 'stack(e:default,c:default)', 'unstack(d:default,b:default)', 'stack(d:default,a:default)', 'unstack(e:default,c:default)', 'put-down(e:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","8","23","29"
"instance-213","False","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,c:default)', 'stack(b:default,d:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(b:default,d:default)', 'stack(b:default,a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","12","['unstack(d:default,b:default)']","1","4","5"
"3_instance-28","False","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","8","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'pick-up(b:default)']","7","15","25"
"instance-45","True","['pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","4","['pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","4","6","8"
"3_instance-17","True","['pick-up(a:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","4","['pick-up(a:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","4","9","14"
"instance-225","True","['unstack(d:default,c:default)', 'put-down(d:default)', 'unstack(c:default,a:default)', 'stack(c:default,d:default)']","4","['unstack(d:default,c:default)', 'put-down(d:default)', 'unstack(c:default,a:default)', 'stack(c:default,d:default)']","4","6","7"
"instance-480","False","['unstack(a:default,e:default)', 'put-down(a:default)', 'unstack(e:default,b:default)', 'stack(e:default,a:default)', 'unstack(b:default,c:default)', 'stack(b:default,d:default)']","6","['unstack(a:default,e:default)', 'stack(a:default,d:default)', 'unstack(e:default,b:default)', 'stack(e:default,a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'unstack(e:default,a:default)', 'put-down(e:default)', 'unstack(c:default,b:default)']","11","19","29"
"instance-74","True","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,d:default)', 'stack(b:default,a:default)']","4","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,d:default)', 'stack(b:default,a:default)']","4","6","7"
"3_instance-72","True","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","6","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","6","9","10"
"instance-20","False","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(b:default,d:default)', 'stack(b:default,a:default)', 'pick-up(d:default)', 'stack(d:default,b:default)', 'pick-up(c:default)', 'stack(c:default,d:default)']","8","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(b:default,d:default)', 'put-down(b:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","6","19","33"
"instance-249","False","['unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(c:default,b:default)', 'stack(c:default,d:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","6","['unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(c:default,b:default)', 'stack(c:default,a:default)', 'pick-up(d:default)', 'stack(d:default,b:default)', 'unstack(c:default,a:default)', 'stack(c:default,d:default)']","8","18","27"
"3_instance-86","True","['pick-up(c:default)', 'stack(c:default,b:default)']","2","['unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","4","7","8"
"instance-420","False","['unstack(d:default,c:default)', 'put-down(d:default)', 'unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","10","['unstack(d:default,c:default)', 'put-down(d:default)', 'unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(b:default,a:default)', 'stack(b:default,c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(d:default,a:default)']","11","22","31"
"instance-418","False","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(d:default,a:default)', 'stack(d:default,c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)', 'unstack(d:default,c:default)', 'stack(d:default,b:default)']","10","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,d:default)', 'stack(c:default,b:default)', 'unstack(d:default,a:default)', 'stack(d:default,c:default)']","6","18","27"
"3_instance-81","True","['unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","6","['unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","6","14","24"
"3_instance-75","False","['unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(b:default)', 'stack(b:default,a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","6","['pick-up(c:default)']","1","4","5"
"instance-18","False","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","10","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,a:default)', 'stack(b:default,d:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(b:default,d:default)', 'stack(b:default,c:default)']","8","19","28"
"instance-11","False","['unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'unstack(b:default,c:default)', 'stack(b:default,d:default)']","6","['unstack(a:default,d:default)', 'put-down(a:default)', 'unstack(b:default,c:default)']","3","17","25"
"3_instance-43","True","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","6","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","6","8","11"
"3_instance-88","False","['unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","6","['unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","6","14","23"
"instance-411","True","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,c:default)', 'stack(b:default,d:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","6","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,c:default)', 'stack(b:default,d:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","6","10","12"
